팀명,경기날짜,결과,이름,공격종합_성공률,오픈_성공률,후위_성공률,속공_성공률,퀵오픈_성공률,서브_성공률,디그_시도,디그_성공,세트_시도,세트_성공,블로킹_시도,블로킹_성공,범실_범실,포지션,득점점유율,스타팅멤버
현대캐피탈,2019-11-05,1,문성민,38.89,20.0,50.0,0.0,100.0,0.33,5,3,1,0,9,2,3,R,0.2,1
현대캐피탈,2019-11-05,1,신영석,62.5,50.0,0.0,66.67,0.0,0.33,5,5,3,0,9,2,3,C,0.16,1
현대캐피탈,2019-11-05,1,박주형,33.33,0.0,50.0,0.0,100.0,0.0,6,6,2,1,2,0,5,L,0.04,1
현대캐피탈,2019-11-05,1,이승원,0.0,0.0,0.0,0.0,0.0,0.0,5,5,61,30,3,2,1,S,0.04,1
현대캐피탈,2019-11-05,1,라광균,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,1,0,0,0,Li,0.0,0
현대캐피탈,2019-11-05,1,여오현,0.0,0.0,0.0,0.0,0.0,0.0,3,1,7,1,0,0,0,Li,0.0,0
대한항공,2019-11-06,1,비예나,77.14,77.78,68.75,0.0,88.89,0.67,5,3,3,0,6,2,3,R,0.543859649122807,1
대한항공,2019-11-06,1,정지석,40.0,25.0,66.67,0.0,33.33,1.0,12,9,5,1,7,2,7,L,0.1578947368421052,1
대한항공,2019-11-06,1,곽승석,41.67,28.57,100.0,0.0,33.33,0.0,4,4,2,1,5,1,2,L,0.1052631578947368,1
대한항공,2019-11-06,1,김규민,66.67,0.0,0.0,66.67,0.0,0.0,3,1,1,0,8,4,1,C,0.1052631578947368,1
대한항공,2019-11-06,1,진상헌,75.0,0.0,0.0,75.0,0.0,0.0,2,1,3,2,9,1,2,C,0.0701754385964912,1
대한항공,2019-11-06,1,한선수,0.0,0.0,0.0,0.0,0.0,0.33,4,3,50,35,4,0,7,S,0.0175438596491228,1
대한항공,2019-11-06,1,정성민,0.0,0.0,0.0,0.0,0.0,0.0,8,6,2,0,0,0,0,Li,0.0,0
우리카드,2019-11-06,0,펠리페,57.58,50.0,53.85,0.0,70.0,0.33,4,4,0,0,5,0,5,R,0.5405405405405406,1
우리카드,2019-11-06,0,황경민,50.0,50.0,33.33,0.0,60.0,0.33,3,2,1,0,3,0,6,L,0.1891891891891892,1
우리카드,2019-11-06,0,나경복,35.71,16.67,66.67,0.0,40.0,0.0,6,2,0,0,4,1,3,L,0.1621621621621621,1
우리카드,2019-11-06,0,하현용,50.0,0.0,0.0,50.0,0.0,0.0,1,1,1,0,6,1,2,C,0.081081081081081,1
우리카드,2019-11-06,0,노재욱,0.0,0.0,0.0,0.0,0.0,0.0,5,4,57,31,4,1,2,S,0.027027027027027,1
우리카드,2019-11-06,0,이상욱,0.0,0.0,0.0,0.0,0.0,0.0,8,5,7,1,0,0,0,Li,0.0,0
우리카드,2019-11-06,0,장지원,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,L,0.0,0
우리카드,2019-11-06,0,최현규,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,L,0.0,0
우리카드,2019-11-06,0,한성정,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,L,0.0,0
삼성화재,2019-11-07,1,박철우,48.15,50.0,44.44,0.0,50.0,0.0,4,4,1,0,6,1,6,R,0.2857142857142857,0
삼성화재,2019-11-07,1,김나운,52.63,44.44,0.0,0.0,66.67,0.33,5,5,0,0,6,1,3,L,0.2448979591836734,1
삼성화재,2019-11-07,1,정성규,70.0,25.0,0.0,0.0,100.0,0.0,4,3,1,0,5,2,3,L,0.1836734693877551,0
삼성화재,2019-11-07,1,송희채,60.0,75.0,0.0,0.0,0.0,0.0,1,1,3,3,5,0,3,L,0.1224489795918367,0
삼성화재,2019-11-07,1,지태환,33.33,0.0,0.0,40.0,0.0,0.0,1,1,4,2,13,3,0,C,0.1020408163265306,1
삼성화재,2019-11-07,1,김형진,33.33,33.33,0.0,0.0,0.0,0.0,8,6,78,43,10,1,4,S,0.0408163265306122,1
삼성화재,2019-11-07,1,신장호,0.0,0.0,0.0,0.0,0.0,0.25,0,0,0,0,0,0,2,L,0.0204081632653061,0
삼성화재,2019-11-07,1,김동영,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,R,0.0,0
삼성화재,2019-11-07,1,백계중,0.0,0.0,0.0,0.0,0.0,0.0,7,7,2,1,0,0,0,Li,0.0,0
KB손해보험,2019-11-07,0,김정호,56.52,33.33,100.0,0.0,60.0,0.5,11,8,2,1,6,0,5,L,0.3,1
KB손해보험,2019-11-07,0,브람,44.44,60.0,33.33,0.0,50.0,0.33,0,0,1,0,4,1,4,R,0.2,0
KB손해보험,2019-11-07,0,한국민,43.75,66.67,44.44,0.0,25.0,0.0,2,1,1,0,6,0,5,R,0.14,1
KB손해보험,2019-11-07,0,홍상혁,31.25,33.33,0.0,0.0,20.0,0.25,4,4,2,1,4,0,2,L,0.12,1
KB손해보험,2019-11-07,0,김학민,33.33,37.5,50.0,0.0,0.0,0.0,6,5,1,0,3,1,1,L,0.1,0
KB손해보험,2019-11-07,0,황택의,0.0,0.0,0.0,0.0,0.0,0.5,12,9,85,36,6,1,3,S,0.06,1
KB손해보험,2019-11-07,0,김홍정,25.0,0.0,0.0,25.0,0.0,0.0,2,1,1,1,15,1,2,C,0.04,1
KB손해보험,2019-11-07,0,박진우,100.0,0.0,0.0,100.0,0.0,0.0,0,0,3,1,4,0,0,C,0.04,1
KB손해보험,2019-11-07,0,정민수,0.0,0.0,0.0,0.0,0.0,0.0,9,6,10,2,0,0,0,Li,0.0,0
한국전력,2019-11-08,1,가빈,53.85,44.83,60.0,0.0,100.0,0.25,11,7,2,0,10,1,5,R,0.4285714285714285,1
한국전력,2019-11-08,1,김인혁,50.0,0.0,0.0,0.0,64.29,2.5,17,13,2,1,7,0,3,L,0.2857142857142857,1
한국전력,2019-11-08,1,공재학,61.54,60.0,75.0,0.0,66.67,0.0,7,4,0,0,3,0,0,L,0.1142857142857142,1
한국전력,2019-11-08,1,박태환,75.0,100.0,0.0,66.67,0.0,0.0,2,1,3,2,10,2,1,C,0.0714285714285714,1
한국전력,2019-11-08,1,조근호,66.67,100.0,0.0,50.0,0.0,0.0,2,2,2,0,5,2,0,C,0.0571428571428571,1
한국전력,2019-11-08,1,이호건,66.67,66.67,0.0,0.0,0.0,0.0,7,3,91,50,8,1,0,S,0.0428571428571428,1
한국전력,2019-11-08,1,김강녕,0.0,0.0,0.0,0.0,0.0,0.0,8,5,2,0,0,0,0,Li,0.0,0
한국전력,2019-11-08,1,김명관,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,1,2,0,0,S,0.0,0
한국전력,2019-11-08,1,손주상,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,L,0.0,0
현대캐피탈,2019-11-08,0,전광인,57.89,56.0,85.71,0.0,33.33,0.0,10,8,0,0,11,1,7,L,0.2987012987012987,1
현대캐피탈,2019-11-08,0,최은석,38.1,0.0,71.43,0.0,50.0,0.33,4,3,1,0,1,1,7,R,0.1298701298701298,0
현대캐피탈,2019-11-08,0,이시우,52.94,37.5,50.0,0.0,71.43,0.33,7,4,2,1,8,0,6,L,0.1298701298701298,1
현대캐피탈,2019-11-08,0,김지한,57.14,40.0,66.67,0.0,66.67,0.0,4,3,0,0,5,2,3,L,0.1298701298701298,0
현대캐피탈,2019-11-08,0,신영석,63.64,100.0,0.0,55.56,0.0,0.0,4,4,4,1,12,2,1,C,0.1168831168831168,1
현대캐피탈,2019-11-08,0,최민호,40.0,66.67,0.0,28.57,0.0,0.5,4,2,1,1,12,2,0,C,0.1038961038961039,1
현대캐피탈,2019-11-08,0,박주형,71.43,0.0,75.0,0.0,66.67,0.0,5,2,0,0,2,0,0,L,0.0649350649350649,0
현대캐피탈,2019-11-08,0,이승원,50.0,50.0,0.0,0.0,0.0,0.0,11,8,103,59,6,1,0,S,0.0259740259740259,1
현대캐피탈,2019-11-08,0,라광균,0.0,0.0,0.0,0.0,0.0,0.0,8,6,3,0,0,0,0,Li,0.0,0
현대캐피탈,2019-11-08,0,여오현,0.0,0.0,0.0,0.0,0.0,0.0,5,4,6,1,0,0,0,Li,0.0,0
우리카드,2019-11-09,1,펠리페,52.38,38.89,61.54,0.0,55.56,0.6,12,8,4,0,11,4,7,R,0.3536585365853658,1
우리카드,2019-11-09,1,나경복,51.61,44.44,60.0,0.0,66.67,0.6,5,3,3,1,9,1,5,L,0.2439024390243902,1
우리카드,2019-11-09,1,황경민,57.69,58.33,100.0,0.0,45.45,0.4,7,5,4,0,9,3,5,L,0.2439024390243902,1
우리카드,2019-11-09,1,최석기,100.0,0.0,0.0,100.0,0.0,0.0,1,0,1,0,5,0,2,C,0.073170731707317,1
우리카드,2019-11-09,1,노재욱,0.0,0.0,0.0,0.0,0.0,0.0,7,5,90,51,12,3,1,S,0.0365853658536585,1
우리카드,2019-11-09,1,이수황,33.33,0.0,0.0,33.33,0.0,0.0,2,1,2,1,11,1,1,C,0.024390243902439,1
우리카드,2019-11-09,1,최현규,0.0,0.0,0.0,0.0,0.0,0.4,0,0,0,0,0,0,1,L,0.024390243902439,0
우리카드,2019-11-09,1,신동광,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,1,0,0,0,L,0.0,0
우리카드,2019-11-09,1,이상욱,0.0,0.0,0.0,0.0,0.0,0.0,12,10,7,4,0,0,0,Li,0.0,0
우리카드,2019-11-09,1,장지원,0.0,0.0,0.0,0.0,0.0,0.0,9,5,0,0,0,0,0,Li,0.0,0
우리카드,2019-11-09,1,한성정,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,L,0.0,0
OK저축은행,2019-11-09,0,조재성,53.06,47.06,60.0,0.0,53.33,0.8,12,11,0,0,10,3,8,R,0.3837209302325581,1
OK저축은행,2019-11-09,0,송명근,56.1,38.46,70.0,0.0,60.0,0.4,11,9,7,2,6,1,13,L,0.3023255813953488,1
OK저축은행,2019-11-09,0,심경섭,69.23,33.33,0.0,0.0,100.0,0.0,7,6,0,0,1,0,1,L,0.1046511627906976,1
OK저축은행,2019-11-09,0,손주형,45.45,60.0,0.0,33.33,0.0,0.0,1,1,2,0,19,4,3,C,0.1046511627906976,1
OK저축은행,2019-11-09,0,박원빈,50.0,0.0,0.0,50.0,0.0,0.0,1,0,0,0,9,1,1,C,0.0348837209302325,1
OK저축은행,2019-11-09,0,전진선,50.0,0.0,0.0,50.0,0.0,0.2,1,1,0,0,2,0,2,C,0.0348837209302325,0
OK저축은행,2019-11-09,0,이민규,50.0,50.0,0.0,0.0,0.0,0.25,5,5,73,42,4,0,2,S,0.0232558139534883,1
OK저축은행,2019-11-09,0,이시몬,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,3,1,0,L,0.0116279069767441,0
OK저축은행,2019-11-09,0,조국기,0.0,0.0,0.0,0.0,0.0,0.0,9,6,4,2,0,0,0,Li,0.0,0
OK저축은행,2019-11-09,0,조성찬,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,0,Li,0.0,0
삼성화재,2019-11-10,0,박철우,67.44,70.83,60.0,0.0,75.0,0.0,8,6,3,1,4,0,6,R,0.4915254237288136,1
삼성화재,2019-11-10,0,김나운,61.11,54.55,0.0,0.0,66.67,0.2,9,7,4,2,8,0,5,L,0.2033898305084746,1
삼성화재,2019-11-10,0,박상하,62.5,0.0,0.0,62.5,0.0,0.0,2,2,2,0,12,2,1,C,0.1186440677966101,1
삼성화재,2019-11-10,0,정성규,40.0,33.33,0.0,0.0,50.0,0.6,4,3,0,0,0,0,2,L,0.0847457627118644,0
삼성화재,2019-11-10,0,손태훈,33.33,0.0,0.0,33.33,0.0,0.0,0,0,1,1,11,2,1,C,0.0508474576271186,1
삼성화재,2019-11-10,0,권준형,50.0,50.0,0.0,0.0,0.0,0.0,4,2,56,30,1,1,3,S,0.0338983050847457,1
삼성화재,2019-11-10,0,고준용,33.33,0.0,50.0,0.0,0.0,0.0,5,4,2,1,1,0,2,L,0.0169491525423728,1
삼성화재,2019-11-10,0,백계중,0.0,0.0,0.0,0.0,0.0,0.0,19,12,3,3,0,0,1,Li,0.0,0
삼성화재,2019-11-10,0,김동영,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,R,0.0,0
삼성화재,2019-11-10,0,신장호,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,L,0.0,0
대한항공,2019-11-10,1,비예나,54.17,36.36,70.59,0.0,66.67,0.8,9,6,2,1,10,0,9,R,0.3896103896103896,1
대한항공,2019-11-10,1,정지석,76.19,60.0,100.0,0.0,87.5,0.0,8,6,7,2,8,1,6,L,0.2207792207792207,1
대한항공,2019-11-10,1,손현종,54.55,28.57,75.0,0.0,63.64,1.0,7,5,5,0,6,0,7,L,0.2077922077922078,1
대한항공,2019-11-10,1,진상헌,40.0,0.0,0.0,40.0,0.0,0.75,6,5,3,1,11,3,2,C,0.1038961038961039,1
대한항공,2019-11-10,1,김규민,50.0,50.0,0.0,50.0,0.0,0.0,3,2,1,0,7,0,5,C,0.0519480519480519,1
대한항공,2019-11-10,1,곽승석,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,1,2,1,2,L,0.0129870129870129,0
대한항공,2019-11-10,1,임동혁,50.0,0.0,100.0,0.0,0.0,0.0,0,0,0,0,0,0,2,R,0.0129870129870129,0
대한항공,2019-11-10,1,한선수,0.0,0.0,0.0,0.0,0.0,0.0,8,8,84,54,3,0,3,S,0.0,1
대한항공,2019-11-10,1,유광우,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,0,0,1,S,0.0,0
대한항공,2019-11-10,1,이지훈,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,0,0,0,0,Li,0.0,0
대한항공,2019-11-10,1,정성민,0.0,0.0,0.0,0.0,0.0,0.0,5,5,7,0,0,0,1,Li,0.0,0
현대캐피탈,2019-11-12,0,김지한,41.94,42.86,28.57,0.0,50.0,0.25,2,1,3,1,8,5,4,L,0.2676056338028169,1
현대캐피탈,2019-11-12,0,전광인,37.5,26.32,50.0,0.0,50.0,0.25,9,5,4,1,9,3,5,L,0.2253521126760563,1
현대캐피탈,2019-11-12,0,박주형,57.14,45.45,50.0,0.0,66.67,0.25,8,6,2,0,5,1,4,L,0.1971830985915492,1
현대캐피탈,2019-11-12,0,신영석,91.67,0.0,0.0,91.67,0.0,0.0,1,1,1,0,15,2,3,C,0.1830985915492957,1
현대캐피탈,2019-11-12,0,최민호,27.27,0.0,0.0,33.33,0.0,0.0,7,7,1,0,14,4,6,C,0.0985915492957746,1
현대캐피탈,2019-11-12,0,이시우,66.67,50.0,0.0,0.0,100.0,0.0,0,0,1,1,0,0,2,L,0.028169014084507,0
현대캐피탈,2019-11-12,0,이승원,0.0,0.0,0.0,0.0,0.0,0.0,5,5,57,29,2,0,0,S,0.0,1
현대캐피탈,2019-11-12,0,라광균,0.0,0.0,0.0,0.0,0.0,0.0,5,2,3,1,0,0,0,Li,0.0,0
현대캐피탈,2019-11-12,0,여오현,0.0,0.0,0.0,0.0,0.0,0.0,8,8,3,0,0,0,0,Li,0.0,0
KB손해보험,2019-11-12,1,브람,54.55,44.44,52.63,100.0,83.33,0.0,8,7,2,0,9,2,7,R,0.3611111111111111,1
KB손해보험,2019-11-12,1,김정호,51.61,33.33,60.0,0.0,57.14,0.0,7,5,4,3,11,2,3,L,0.25,1
KB손해보험,2019-11-12,1,정동근,60.0,25.0,50.0,0.0,85.71,0.0,10,7,3,1,3,0,3,L,0.125,1
KB손해보험,2019-11-12,1,박진우,71.43,0.0,0.0,71.43,0.0,0.0,2,2,1,0,14,1,2,C,0.0833333333333333,1
KB손해보험,2019-11-12,1,김홍정,100.0,0.0,0.0,100.0,0.0,0.0,3,3,1,0,9,2,1,C,0.0833333333333333,1
KB손해보험,2019-11-12,1,황택의,0.0,0.0,0.0,0.0,0.0,0.5,8,5,92,51,11,2,3,S,0.0555555555555555,1
KB손해보험,2019-11-12,1,김학민,33.33,100.0,0.0,0.0,0.0,0.25,3,1,1,0,1,1,0,L,0.0416666666666666,0
KB손해보험,2019-11-12,1,김정환,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,L,0.0,0
KB손해보험,2019-11-12,1,정민수,0.0,0.0,0.0,0.0,0.0,0.0,11,10,8,4,0,0,0,Li,0.0,0
OK저축은행,2019-11-13,0,송명근,51.72,50.0,50.0,0.0,42.86,0.8,5,3,2,2,9,2,6,L,0.2916666666666667,1
OK저축은행,2019-11-13,0,조재성,44.83,40.0,35.29,0.0,71.43,0.6,9,6,3,1,5,1,11,R,0.2361111111111111,1
OK저축은행,2019-11-13,0,박원빈,40.0,0.0,0.0,40.0,0.0,0.0,3,3,2,1,15,6,0,C,0.1388888888888889,1
OK저축은행,2019-11-13,0,한상길,100.0,0.0,0.0,100.0,0.0,0.33,3,1,2,0,8,3,2,C,0.125,1
OK저축은행,2019-11-13,0,심경섭,36.36,33.33,0.0,0.0,37.5,0.0,7,7,1,0,7,1,5,L,0.0694444444444444,1
OK저축은행,2019-11-13,0,전진선,100.0,0.0,0.0,100.0,0.0,0.33,0,0,0,0,1,0,2,C,0.0416666666666666,0
OK저축은행,2019-11-13,0,이민규,50.0,50.0,0.0,0.0,0.0,0.0,3,2,37,20,4,1,1,S,0.0277777777777777,0
OK저축은행,2019-11-13,0,손주형,100.0,0.0,0.0,100.0,0.0,0.0,2,2,0,0,9,1,1,C,0.0277777777777777,1
OK저축은행,2019-11-13,0,이시몬,25.0,0.0,0.0,0.0,33.33,0.0,2,2,1,0,1,0,0,L,0.0138888888888888,0
OK저축은행,2019-11-13,0,김웅비,0.0,0.0,0.0,0.0,0.0,0.2,0,0,0,0,0,0,1,L,0.0138888888888888,0
OK저축은행,2019-11-13,0,곽명우,100.0,100.0,0.0,0.0,0.0,0.0,4,2,46,18,2,0,2,S,0.0138888888888888,1
OK저축은행,2019-11-13,0,조국기,0.0,0.0,0.0,0.0,0.0,0.0,5,5,5,2,0,0,0,Li,0.0,0
삼성화재,2019-11-13,1,박철우,48.84,40.0,50.0,0.0,100.0,0.2,4,3,4,2,6,1,6,R,0.3382352941176471,1
삼성화재,2019-11-13,1,박상하,63.64,50.0,0.0,66.67,0.0,0.0,4,3,4,1,15,6,0,C,0.1911764705882352,1
삼성화재,2019-11-13,1,정성규,42.86,33.33,50.0,0.0,50.0,0.75,9,7,2,1,2,0,6,L,0.1323529411764706,1
삼성화재,2019-11-13,1,이지석,50.0,60.0,0.0,0.0,44.44,0.0,8,6,3,0,4,0,1,L,0.1176470588235294,1
삼성화재,2019-11-13,1,손태훈,62.5,0.0,0.0,71.43,0.0,0.0,6,4,2,0,9,1,0,C,0.088235294117647,1
삼성화재,2019-11-13,1,김나운,44.44,20.0,0.0,0.0,100.0,0.0,4,2,0,0,1,0,2,L,0.0588235294117647,0
삼성화재,2019-11-13,1,김형진,25.0,25.0,0.0,0.0,0.0,0.2,10,8,76,42,7,1,1,S,0.0441176470588235,1
삼성화재,2019-11-13,1,신장호,0.0,0.0,0.0,0.0,0.0,0.4,0,0,0,0,0,0,4,L,0.0294117647058823,0
삼성화재,2019-11-13,1,백계중,0.0,0.0,0.0,0.0,0.0,0.0,13,9,9,2,0,0,0,Li,0.0,0
한국전력,2019-11-14,0,가빈,52.5,27.27,64.71,0.0,58.33,0.2,9,6,1,0,12,3,6,R,0.3676470588235294,1
한국전력,2019-11-14,0,김인혁,53.33,40.0,50.0,0.0,56.25,0.4,11,10,3,0,5,0,11,L,0.2647058823529412,1
한국전력,2019-11-14,0,구본승,44.83,33.33,33.33,0.0,43.75,0.0,7,6,1,0,1,0,4,L,0.1911764705882352,1
한국전력,2019-11-14,0,박태환,66.67,100.0,0.0,62.5,0.0,0.0,4,3,0,0,13,2,2,C,0.1176470588235294,1
한국전력,2019-11-14,0,조근호,50.0,0.0,0.0,50.0,0.0,0.0,3,1,1,0,14,1,1,C,0.0441176470588235,1
한국전력,2019-11-14,0,이호건,0.0,0.0,0.0,0.0,0.0,0.0,5,2,87,42,5,1,2,S,0.0147058823529411,1
한국전력,2019-11-14,0,김강녕,0.0,0.0,0.0,0.0,0.0,0.0,6,5,1,0,0,0,0,Li,0.0,0
한국전력,2019-11-14,0,김명관,0.0,0.0,0.0,0.0,0.0,0.0,2,1,22,15,3,0,1,S,0.0,0
한국전력,2019-11-14,0,손주상,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,L,0.0,0
대한항공,2019-11-14,1,비예나,54.9,41.67,52.94,0.0,90.0,1.0,7,5,3,1,15,4,15,R,0.4404761904761904,1
대한항공,2019-11-14,1,정지석,54.55,33.33,100.0,0.0,61.54,0.4,12,7,10,3,10,0,9,L,0.238095238095238,1
대한항공,2019-11-14,1,김규민,66.67,33.33,0.0,77.78,0.0,0.0,6,5,2,0,8,4,5,C,0.1428571428571428,1
대한항공,2019-11-14,1,곽승석,54.55,50.0,0.0,0.0,66.67,0.0,11,6,6,0,6,0,1,L,0.0714285714285714,1
대한항공,2019-11-14,1,진상헌,40.0,0.0,0.0,40.0,0.0,0.0,0,0,1,0,2,0,2,C,0.0238095238095238,1
대한항공,2019-11-14,1,진성태,50.0,0.0,0.0,50.0,0.0,0.0,0,0,0,0,1,0,0,C,0.0238095238095238,0
대한항공,2019-11-14,1,손현종,50.0,0.0,0.0,0.0,100.0,0.0,1,0,0,0,2,1,2,L,0.0238095238095238,0
대한항공,2019-11-14,1,임동혁,0.0,0.0,0.0,0.0,0.0,0.4,2,1,0,0,0,0,0,R,0.0238095238095238,0
대한항공,2019-11-14,1,유광우,0.0,0.0,0.0,0.0,0.0,0.0,15,13,94,57,10,1,0,S,0.0119047619047619,1
대한항공,2019-11-14,1,정성민,0.0,0.0,0.0,0.0,0.0,0.0,17,13,6,1,0,0,0,Li,0.0,0
현대캐피탈,2019-11-15,0,전광인,48.57,43.75,57.14,0.0,50.0,0.0,11,7,3,1,5,1,6,L,0.3157894736842105,1
현대캐피탈,2019-11-15,0,신영석,62.5,100.0,0.0,57.14,0.0,0.0,4,4,4,1,18,2,2,C,0.2105263157894736,1
현대캐피탈,2019-11-15,0,박주형,46.67,60.0,0.0,0.0,40.0,0.25,7,4,1,0,5,1,4,L,0.1578947368421052,0
현대캐피탈,2019-11-15,0,최민호,50.0,100.0,0.0,41.67,100.0,0.25,3,3,2,0,3,0,5,C,0.1403508771929824,1
현대캐피탈,2019-11-15,0,김지한,27.78,0.0,37.5,0.0,33.33,0.33,4,3,0,0,2,0,4,L,0.1052631578947368,0
현대캐피탈,2019-11-15,0,이시우,75.0,50.0,0.0,0.0,100.0,0.0,2,1,0,0,2,0,2,L,0.0526315789473684,0
현대캐피탈,2019-11-15,0,이원중,0.0,0.0,0.0,0.0,0.0,0.0,8,6,47,24,9,1,1,S,0.0175438596491228,0
현대캐피탈,2019-11-15,0,라광균,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4,0,0,0,0,Li,0.0,0
현대캐피탈,2019-11-15,0,여오현,0.0,0.0,0.0,0.0,0.0,0.0,5,5,4,2,0,0,0,Li,0.0,0
우리카드,2019-11-15,1,황경민,78.26,81.82,100.0,0.0,70.0,0.25,19,14,5,1,5,1,4,L,0.3448275862068966,1
우리카드,2019-11-15,1,나경복,47.06,33.33,43.75,0.0,57.14,0.25,3,1,8,3,7,2,8,L,0.3275862068965517,1
우리카드,2019-11-15,1,한성정,27.78,60.0,50.0,0.0,9.09,0.5,8,7,2,0,5,3,0,L,0.1724137931034483,1
우리카드,2019-11-15,1,하현용,41.67,50.0,0.0,40.0,0.0,0.0,2,2,1,0,9,2,3,C,0.1206896551724138,1
우리카드,2019-11-15,1,노재욱,33.33,33.33,0.0,0.0,0.0,0.0,11,7,77,40,8,1,0,S,0.0344827586206896,1
우리카드,2019-11-15,1,신동광,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,L,0.0,0
우리카드,2019-11-15,1,이상욱,0.0,0.0,0.0,0.0,0.0,0.0,18,15,7,3,0,0,0,Li,0.0,0
우리카드,2019-11-15,1,최현규,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,L,0.0,0
우리카드,2019-11-15,1,한정훈,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,1,L,0.0,0
OK저축은행,2019-11-16,1,송명근,43.75,40.0,33.33,0.0,57.14,0.2,7,5,6,2,12,2,7,L,0.2741935483870967,1
OK저축은행,2019-11-16,1,조재성,46.15,28.57,50.0,0.0,57.14,0.8,7,6,4,0,4,1,6,R,0.2741935483870967,1
OK저축은행,2019-11-16,1,박원빈,62.5,25.0,0.0,100.0,0.0,0.0,1,1,1,0,12,5,1,C,0.1612903225806451,1
OK저축은행,2019-11-16,1,심경섭,20.0,40.0,0.0,0.0,0.0,0.4,14,11,5,1,6,1,7,L,0.0806451612903225,1
OK저축은행,2019-11-16,1,이민규,33.33,33.33,0.0,0.0,0.0,0.2,6,4,64,32,10,3,1,S,0.0806451612903225,1
OK저축은행,2019-11-16,1,한상길,33.33,0.0,0.0,33.33,0.0,0.2,4,3,1,0,4,0,2,C,0.0483870967741935,1
OK저축은행,2019-11-16,1,손주형,75.0,0.0,0.0,75.0,0.0,0.0,4,3,1,0,5,0,0,C,0.0483870967741935,1
OK저축은행,2019-11-16,1,전진선,33.33,0.0,0.0,50.0,0.0,0.33,0,0,0,0,0,0,1,C,0.032258064516129,0
OK저축은행,2019-11-16,1,조국기,0.0,0.0,0.0,0.0,0.0,0.0,16,9,2,1,0,0,0,Li,0.0,0
KB손해보험,2019-11-16,0,브람,51.35,42.86,55.56,0.0,60.0,0.8,2,2,0,0,7,1,8,R,0.3380281690140845,1
KB손해보험,2019-11-16,0,김정호,37.5,14.29,50.0,0.0,42.86,0.4,7,4,2,1,6,1,6,L,0.1690140845070422,1
KB손해보험,2019-11-16,0,한국민,53.85,0.0,50.0,0.0,66.67,0.0,2,2,1,0,3,1,7,R,0.1126760563380281,0
KB손해보험,2019-11-16,0,홍상혁,44.44,40.0,0.0,0.0,50.0,0.4,7,3,1,0,1,1,6,L,0.0985915492957746,1
KB손해보험,2019-11-16,0,김홍정,16.67,0.0,0.0,20.0,0.0,0.0,1,1,2,0,17,5,4,C,0.0845070422535211,1
KB손해보험,2019-11-16,0,박진우,83.33,0.0,0.0,83.33,0.0,0.0,3,3,4,2,12,0,0,C,0.0704225352112676,1
KB손해보험,2019-11-16,0,김학민,80.0,66.67,100.0,0.0,100.0,0.0,3,2,1,0,4,1,0,L,0.0704225352112676,0
KB손해보험,2019-11-16,0,황택의,0.0,0.0,0.0,0.0,0.0,0.2,4,4,73,36,10,2,6,S,0.0422535211267605,1
KB손해보험,2019-11-16,0,정동근,50.0,50.0,0.0,0.0,0.0,0.0,1,1,2,1,1,0,0,L,0.0140845070422535,0
KB손해보험,2019-11-16,0,정민수,0.0,0.0,0.0,0.0,0.0,0.0,14,13,7,4,0,0,0,Li,0.0,0
한국전력,2019-11-17,0,가빈,47.73,50.0,41.18,0.0,53.85,0.0,7,4,1,0,4,1,5,R,0.4074074074074074,1
한국전력,2019-11-17,0,김인혁,60.87,44.44,0.0,0.0,66.67,0.75,11,9,6,0,7,0,6,L,0.3148148148148148,1
한국전력,2019-11-17,0,박태환,66.67,0.0,0.0,66.67,0.0,0.0,3,2,1,0,5,0,2,C,0.074074074074074,0
한국전력,2019-11-17,0,손주상,42.86,0.0,0.0,0.0,75.0,0.0,0,0,1,0,2,0,0,L,0.0555555555555555,0
한국전력,2019-11-17,0,조근호,50.0,0.0,0.0,50.0,0.0,0.0,1,1,0,0,9,0,2,C,0.0555555555555555,1
